pos,player,opp,status,stats,points,year,week,team,total_score,total_bench,record,streak,team_away,total_score_away,total_bench_away,record_away,streak_away,game_id
WR,J. Jones WR - ATL,TB,"Win, 34-29","144 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",19.4,2018,6,Goldcity,143.72,21.0,4-2-0,W1,RoadToGlory,101.1,52.08,3-3-0,L1,88
TE,Z. Ertz TE - PHI,@NYG,"Win, 34-13","43 Rec Yds, 1 Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",13.8,2018,6,Goldcity,143.72,21.0,4-2-0,W1,RoadToGlory,101.1,52.08,3-3-0,L1,88
W/R,M. Mack RB - IND,@NYJ,"Loss, 34-42","89 Rush Yds, Rush TD, Fum, 4 Rec Yds, Rec TD, 2PT, ...",9.8,2018,6,Goldcity,143.72,21.0,4-2-0,W1,RoadToGlory,101.1,52.08,3-3-0,L1,88
K,C. Boswell K - PIT,@CIN,"Win, 28-21","2 PAT, PAT Miss, 0-19, 2 20-29, 30-39, 40-49, 50+, Miss 0-19, Miss 20-29, Miss 30-39, Miss 40-49, Miss 50+, ...",6.0,2018,6,Goldcity,143.72,21.0,4-2-0,W1,RoadToGlory,101.1,52.08,3-3-0,L1,88
DEF,Vikings DEF,ARI,"Win, 27-17","11 Pts, 4 Sck, 1 Int, 1 Fum, TD, Ret TD, Saf, ...",12.0,2018,6,Goldcity,143.72,21.0,4-2-0,W1,RoadToGlory,101.1,52.08,3-3-0,L1,88
BN,P. Garcon WR - SF,@GB,"Loss, 30-33","37 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",5.7,2018,6,Goldcity,143.72,21.0,4-2-0,W1,RoadToGlory,101.1,52.08,3-3-0,L1,88
BN,J. Cook TE - LV,SEA,"Loss, 3-27","10 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",2.0,2018,6,Goldcity,143.72,21.0,4-2-0,W1,RoadToGlory,101.1,52.08,3-3-0,L1,88
BN,M. Jones WR - DET,Bye,,"Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",0.0,2018,6,Goldcity,143.72,21.0,4-2-0,W1,RoadToGlory,101.1,52.08,3-3-0,L1,88
BN,K. Benjamin WR - KC,@NE,"Loss, 40-43","43 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",5.3,2018,6,Goldcity,143.72,21.0,4-2-0,W1,RoadToGlory,101.1,52.08,3-3-0,L1,88
BN,J. Garoppolo QB - SF,@GB,"Loss, 30-33","Pass Yds, Pass TD, Int, Rush Yds, Rush TD, Fum, 2PT, ...",0.0,2018,6,Goldcity,143.72,21.0,4-2-0,W1,RoadToGlory,101.1,52.08,3-3-0,L1,88
BN,R. Penny RB - SEA,@LV,"Win, 27-3","43 Rush Yds, Rush TD, Fum, 27 Rec Yds, Rec TD, 2PT, ...",8.0,2018,6,Goldcity,143.72,21.0,4-2-0,W1,RoadToGlory,101.1,52.08,3-3-0,L1,88
QB,A. Rodgers QB - GB,SF,"Win, 33-30","425 Pass Yds, 2 Pass TD, Int, 34 Rush Yds, Rush TD, Fum, 2PT, ...",28.4,2018,6,DJ-CMC,123.8,46.1,4-2-0,W2,Rui's Crew,108.98,23.34,2-4-0,L2,89
RB,D. Johnson RB - ARI,@MIN,"Loss, 17-27","54 Rush Yds, 1 Rush TD, 1 Fum, 15 Rec Yds, Rec TD, 2PT, ...",11.9,2018,6,DJ-CMC,123.8,46.1,4-2-0,W2,Rui's Crew,108.98,23.34,2-4-0,L2,89
RB,C. McCaffrey RB - CAR,@WAS,"Loss, 17-23","20 Rush Yds, Rush TD, Fum, 46 Rec Yds, Rec TD, 2PT, ...",10.1,2018,6,DJ-CMC,123.8,46.1,4-2-0,W2,Rui's Crew,108.98,23.34,2-4-0,L2,89
WR,J. Brown WR - BAL,@TEN,"Win, 21-0","28 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",3.8,2018,6,DJ-CMC,123.8,46.1,4-2-0,W2,Rui's Crew,108.98,23.34,2-4-0,L2,89
WR,T. Boyd WR - CIN,PIT,"Loss, 21-28","62 Rec Yds, 2 Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",21.7,2018,6,DJ-CMC,123.8,46.1,4-2-0,W2,Rui's Crew,108.98,23.34,2-4-0,L2,89
TE,R. Gronkowski TE - NE,KC,"Win, 43-40","97 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",11.2,2018,6,DJ-CMC,123.8,46.1,4-2-0,W2,Rui's Crew,108.98,23.34,2-4-0,L2,89
W/R,A. Peterson RB - WAS,CAR,"Win, 23-17","97 Rush Yds, Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",9.7,2018,6,DJ-CMC,123.8,46.1,4-2-0,W2,Rui's Crew,108.98,23.34,2-4-0,L2,89
K,M. Bryant K - ATL,TB,"Win, 34-29","4 PAT, PAT Miss, 0-19, 20-29, 30-39, 1 40-49, 1 50+, Miss 0-19, Miss 20-29, Miss 30-39, Miss 40-49, Miss 50+, ...",13.0,2018,6,DJ-CMC,123.8,46.1,4-2-0,W2,Rui's Crew,108.98,23.34,2-4-0,L2,89
DEF,Cardinals DEF,@MIN,"Loss, 17-27","27 Pts, 4 Sck, 1 Int, 1 Fum, 1 TD, Ret TD, Saf, ...",14.0,2018,6,DJ-CMC,123.8,46.1,4-2-0,W2,Rui's Crew,108.98,23.34,2-4-0,L2,89
BN,L. McCoy RB - BUF,@HOU,"Loss, 13-20","73 Rush Yds, Rush TD, Fum, 21 Rec Yds, Rec TD, 2PT, ...",10.9,2018,6,DJ-CMC,123.8,46.1,4-2-0,W2,Rui's Crew,108.98,23.34,2-4-0,L2,89
BN,A. Robinson WR - CHI,@MIA,"Loss, 28-31","64 Rec Yds, 1 Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",14.9,2018,6,DJ-CMC,123.8,46.1,4-2-0,W2,Rui's Crew,108.98,23.34,2-4-0,L2,89
BN,W. Fuller WR - HOU,BUF,"Win, 20-13","33 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",4.3,2018,6,DJ-CMC,123.8,46.1,4-2-0,W2,Rui's Crew,108.98,23.34,2-4-0,L2,89
BN,M. Williams WR - LAC,@CLE,"Win, 38-14","4 Rec Yds, Rec TD, Fum, 10 Rush Yds, Rush TD, 2PT, ...",1.9,2018,6,DJ-CMC,123.8,46.1,4-2-0,W2,Rui's Crew,108.98,23.34,2-4-0,L2,89
BN,P. Lindsay RB - DEN,LA,"Loss, 20-23","18 Rush Yds, Rush TD, Fum, 48 Rec Yds, Rec TD, 2PT, ...",9.6,2018,6,DJ-CMC,123.8,46.1,4-2-0,W2,Rui's Crew,108.98,23.34,2-4-0,L2,89
BN,N. Hines RB - IND,@NYJ,"Loss, 34-42","14 Rush Yds, Rush TD, Fum, 21 Rec Yds, Rec TD, 2PT, ...",4.5,2018,6,DJ-CMC,123.8,46.1,4-2-0,W2,Rui's Crew,108.98,23.34,2-4-0,L2,89
QB,R. Wilson QB - SEA,@LV,"Win, 27-3","222 Pass Yds, 3 Pass TD, 1 Int, 20 Rush Yds, Rush TD, Fum, 2PT, ...",20.88,2018,6,Rui's Crew,108.98,23.34,2-4-0,L2,DJ-CMC,123.8,46.1,4-2-0,W2,89
RB,A. Morris RB - SF,@GB,"Loss, 30-33","Rush Yds, Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",0.0,2018,6,Rui's Crew,108.98,23.34,2-4-0,L2,DJ-CMC,123.8,46.1,4-2-0,W2,89
RB,T. Coleman RB - ATL,TB,"Win, 34-29","35 Rush Yds, Rush TD, Fum, 6 Rec Yds, 1 Rec TD, 2PT, ...",10.6,2018,6,Rui's Crew,108.98,23.34,2-4-0,L2,DJ-CMC,123.8,46.1,4-2-0,W2,89
WR,A. Jeffery WR - PHI,@NYG,"Win, 34-13","74 Rec Yds, 2 Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",23.4,2018,6,Rui's Crew,108.98,23.34,2-4-0,L2,DJ-CMC,123.8,46.1,4-2-0,W2,89
WR,B. Cooks WR - LA,@DEN,"Win, 23-20","53 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",6.3,2018,6,Rui's Crew,108.98,23.34,2-4-0,L2,DJ-CMC,123.8,46.1,4-2-0,W2,89
TE,T. Kelce TE - KC,@NE,"Loss, 40-43","61 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",8.6,2018,6,Rui's Crew,108.98,23.34,2-4-0,L2,DJ-CMC,123.8,46.1,4-2-0,W2,89
W/R,C. Ridley WR - ATL,TB,"Win, 34-29","47 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",6.2,2018,6,Rui's Crew,108.98,23.34,2-4-0,L2,DJ-CMC,123.8,46.1,4-2-0,W2,89
K,M. Crosby K - GB,SF,"Win, 33-30","3 PAT, PAT Miss, 0-19, 2 20-29, 1 30-39, 40-49, 1 50+, Miss 0-19, Miss 20-29, Miss 30-39, Miss 40-49, Miss 50+, ...",15.0,2018,6,Rui's Crew,108.98,23.34,2-4-0,L2,DJ-CMC,123.8,46.1,4-2-0,W2,89
DEF,Texans DEF,BUF,"Win, 20-13","13 Pts, 2 Sck, 2 Int, 1 Fum, 1 TD, Ret TD, Saf, ...",18.0,2018,6,Rui's Crew,108.98,23.34,2-4-0,L2,DJ-CMC,123.8,46.1,4-2-0,W2,89
BN,M. Ingram RB - NO,Bye,,"Rush Yds, Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",0.0,2018,6,Rui's Crew,108.98,23.34,2-4-0,L2,DJ-CMC,123.8,46.1,4-2-0,W2,89
BN,D. Funchess WR - CAR,@WAS,"Loss, 17-23","74 Rec Yds, 1 Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",15.9,2018,6,Rui's Crew,108.98,23.34,2-4-0,L2,DJ-CMC,123.8,46.1,4-2-0,W2,89
BN,J. Goff QB - LA,@DEN,"Win, 23-20","201 Pass Yds, Pass TD, 1 Int, 14 Rush Yds, Rush TD, Fum, 2PT, ...",7.44,2018,6,Rui's Crew,108.98,23.34,2-4-0,L2,DJ-CMC,123.8,46.1,4-2-0,W2,89
BN,D. Cook RB - MIN,ARI,"Win, 27-17","Rush Yds, Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",0.0,2018,6,Rui's Crew,108.98,23.34,2-4-0,L2,DJ-CMC,123.8,46.1,4-2-0,W2,89
BN,A. Kamara RB - NO,Bye,,"Rush Yds, Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",0.0,2018,6,Rui's Crew,108.98,23.34,2-4-0,L2,DJ-CMC,123.8,46.1,4-2-0,W2,89
BN,G. Zuerlein K - LA,@DEN,"Win, 23-20","PAT, PAT Miss, 0-19, 20-29, 30-39, 40-49, 50+, Miss 0-19, Miss 20-29, Miss 30-39, Miss 40-49, Miss 50+, ...",0.0,2018,6,Rui's Crew,108.98,23.34,2-4-0,L2,DJ-CMC,123.8,46.1,4-2-0,W2,89
QB,P. Mahomes QB - KC,CIN,"Win, 45-10","358 Pass Yds, 4 Pass TD, 1 Int, 45 Rush Yds, Rush TD, Fum, 2PT, ...",32.82,2018,7,Unlimited Power,116.22,15.6,5-2-0,W4,Master of Disaster,111.76,13.52,3-4-0,L2,90
RB,E. Elliott RB - DAL,@WAS,"Loss, 17-20","33 Rush Yds, Rush TD, Fum, 9 Rec Yds, Rec TD, 2PT, ...",5.2,2018,7,Unlimited Power,116.22,15.6,5-2-0,W4,Master of Disaster,111.76,13.52,3-4-0,L2,90
RB,K. Johnson RB - DET,@MIA,"Win, 32-21","158 Rush Yds, Rush TD, Fum, 21 Rec Yds, Rec TD, 2PT, ...",18.9,2018,7,Unlimited Power,116.22,15.6,5-2-0,W4,Master of Disaster,111.76,13.52,3-4-0,L2,90
WR,J. Edelman WR - NE,@CHI,"Win, 38-31","36 Rec Yds, 1 Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",12.1,2018,7,Unlimited Power,116.22,15.6,5-2-0,W4,Master of Disaster,111.76,13.52,3-4-0,L2,90
WR,S. Diggs WR - MIN,@NYJ,"Win, 37-17","33 Rec Yds, Rec TD, Fum, -7 Rush Yds, Rush TD, 2PT, ...",6.6,2018,7,Unlimited Power,116.22,15.6,5-2-0,W4,Master of Disaster,111.76,13.52,3-4-0,L2,90
TE,T. Burton TE - CHI,NE,"Loss, 31-38","126 Rec Yds, 1 Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",23.1,2018,7,Unlimited Power,116.22,15.6,5-2-0,W4,Master of Disaster,111.76,13.52,3-4-0,L2,90
W/R,I. Smith RB - ATL,NYG,"Win, 23-20","16 Rush Yds, Rush TD, Fum, 29 Rec Yds, Rec TD, 2PT, ...",5.5,2018,7,Unlimited Power,116.22,15.6,5-2-0,W4,Master of Disaster,111.76,13.52,3-4-0,L2,90
K,D. Bailey K - MIN,@NYJ,"Win, 37-17","4 PAT, PAT Miss, 0-19, 2 20-29, 30-39, 1 40-49, 50+, Miss 0-19, Miss 20-29, Miss 30-39, 1 Miss 40-49, Miss 50+, ...",12.0,2018,7,Unlimited Power,116.22,15.6,5-2-0,W4,Master of Disaster,111.76,13.52,3-4-0,L2,90
DEF,Bears DEF,NE,"Loss, 31-38","38 Pts, 1 Sck, 1 Int, 2 Fum, TD, Ret TD, Saf, ...",0.0,2018,7,Unlimited Power,116.22,15.6,5-2-0,W4,Master of Disaster,111.76,13.52,3-4-0,L2,90
BN,M. Lynch RB - LV,Bye,,"Rush Yds, Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",0.0,2018,7,Unlimited Power,116.22,15.6,5-2-0,W4,Master of Disaster,111.76,13.52,3-4-0,L2,90
BN,M. Goodwin WR - SF,LA,"Loss, 10-39","24 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",3.4,2018,7,Unlimited Power,116.22,15.6,5-2-0,W4,Master of Disaster,111.76,13.52,3-4-0,L2,90
BN,D. Adams WR - GB,Bye,,"Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",0.0,2018,7,Unlimited Power,116.22,15.6,5-2-0,W4,Master of Disaster,111.76,13.52,3-4-0,L2,90
BN,C. Davis WR - TEN,@LAC,"Loss, 19-20","10 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",2.5,2018,7,Unlimited Power,116.22,15.6,5-2-0,W4,Master of Disaster,111.76,13.52,3-4-0,L2,90
BN,J. Conner RB - PIT,Bye,,"Rush Yds, Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",0.0,2018,7,Unlimited Power,116.22,15.6,5-2-0,W4,Master of Disaster,111.76,13.52,3-4-0,L2,90
BN,R. Freeman RB - DEN,@ARI,"Win, 45-10","37 Rush Yds, 1 Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",9.7,2018,7,Unlimited Power,116.22,15.6,5-2-0,W4,Master of Disaster,111.76,13.52,3-4-0,L2,90
QB,D. Watson QB - HOU,@JAX,"Win, 20-7","139 Pass Yds, 1 Pass TD, Int, 13 Rush Yds, Rush TD, Fum, 2PT, ...",10.86,2018,7,Master of Disaster,111.76,13.52,3-4-0,L2,Unlimited Power,116.22,15.6,5-2-0,W4,90
RB,L. Murray RB - MIN,@NYJ,"Win, 37-17","69 Rush Yds, 2 Rush TD, Fum, 14 Rec Yds, Rec TD, 2PT, ...",21.3,2018,7,Master of Disaster,111.76,13.52,3-4-0,L2,Unlimited Power,116.22,15.6,5-2-0,W4,90
RB,T. Yeldon RB - JAX,HOU,"Loss, 7-20","28 Rush Yds, Rush TD, Fum, 40 Rec Yds, 1 Rec TD, 2PT, ...",15.3,2018,7,Master of Disaster,111.76,13.52,3-4-0,L2,Unlimited Power,116.22,15.6,5-2-0,W4,90
WR,D. Hopkins WR - HOU,@JAX,"Win, 20-7","50 Rec Yds, 1 Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",12.5,2018,7,Master of Disaster,111.76,13.52,3-4-0,L2,Unlimited Power,116.22,15.6,5-2-0,W4,90
WR,R. Woods WR - LA,@SF,"Win, 39-10","78 Rec Yds, Rec TD, Fum, 6 Rush Yds, Rush TD, 2PT, ...",10.9,2018,7,Master of Disaster,111.76,13.52,3-4-0,L2,Unlimited Power,116.22,15.6,5-2-0,W4,90
TE,E. Ebron TE - IND,BUF,"Win, 37-5","31 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",4.6,2018,7,Master of Disaster,111.76,13.52,3-4-0,L2,Unlimited Power,116.22,15.6,5-2-0,W4,90
W/R,J. Howard RB - CHI,NE,"Loss, 31-38","39 Rush Yds, 1 Rush TD, Fum, 9 Rec Yds, Rec TD, 2PT, ...",11.3,2018,7,Master of Disaster,111.76,13.52,3-4-0,L2,Unlimited Power,116.22,15.6,5-2-0,W4,90
K,C. Parkey K - CHI,NE,"Loss, 31-38","4 PAT, PAT Miss, 0-19, 20-29, 30-39, 1 40-49, 50+, Miss 0-19, Miss 20-29, Miss 30-39, Miss 40-49, Miss 50+, ...",8.0,2018,7,Master of Disaster,111.76,13.52,3-4-0,L2,Unlimited Power,116.22,15.6,5-2-0,W4,90
DEF,Patriots DEF,@CHI,"Win, 38-31","31 Pts, 2 Sck, 2 Int, Fum, 1 TD, 1 Ret TD, Saf, ...",17.0,2018,7,Master of Disaster,111.76,13.52,3-4-0,L2,Unlimited Power,116.22,15.6,5-2-0,W4,90
BN,A. Smith QB - WAS,DAL,"Win, 20-17","178 Pass Yds, 1 Pass TD, Int, 16 Rush Yds, Rush TD, Fum, 2PT, ...",12.72,2018,7,Master of Disaster,111.76,13.52,3-4-0,L2,Unlimited Power,116.22,15.6,5-2-0,W4,90
BN,D. Baldwin WR - SEA,Bye,,"Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",0.0,2018,7,Master of Disaster,111.76,13.52,3-4-0,L2,Unlimited Power,116.22,15.6,5-2-0,W4,90
BN,C. Hyde RB - JAX,HOU,"Loss, 7-20","Rush Yds, Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",0.0,2018,7,Master of Disaster,111.76,13.52,3-4-0,L2,Unlimited Power,116.22,15.6,5-2-0,W4,90
BN,C. Kupp WR - LA,@SF,"Win, 39-10","Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",0.0,2018,7,Master of Disaster,111.76,13.52,3-4-0,L2,Unlimited Power,116.22,15.6,5-2-0,W4,90
BN,L. Fournette RB - JAX,HOU,"Loss, 7-20","Rush Yds, Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",0.0,2018,7,Master of Disaster,111.76,13.52,3-4-0,L2,Unlimited Power,116.22,15.6,5-2-0,W4,90
BN,K. Coutee WR - HOU,@JAX,"Win, 20-7","3 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",0.8,2018,7,Master of Disaster,111.76,13.52,3-4-0,L2,Unlimited Power,116.22,15.6,5-2-0,W4,90
QB,M. Ryan QB - ATL,NYG,"Win, 23-20","379 Pass Yds, 1 Pass TD, Int, 1 Rush Yds, Rush TD, Fum, 2PT, ...",19.26,2018,7,Leschke-Ultras,146.36,65.86,4-3-0,W2,mod s0beit,76.2,35.88,2-5-0,L4,91
RB,L. Miller RB - HOU,@JAX,"Win, 20-7","100 Rush Yds, 1 Rush TD, Fum, -1 Rec Yds, Rec TD, 2PT, ...",16.4,2018,7,Leschke-Ultras,146.36,65.86,4-3-0,W2,mod s0beit,76.2,35.88,2-5-0,L4,91
RB,K. Hunt RB,Bye,,"86 Rush Yds, 1 Rush TD, Fum, 55 Rec Yds, 2 Rec TD, 2PT, ...",34.6,2018,7,Leschke-Ultras,146.36,65.86,4-3-0,W2,mod s0beit,76.2,35.88,2-5-0,L4,91
WR,O. Beckham WR - NYG,@ATL,"Loss, 20-23","143 Rec Yds, 1 Rec TD, Fum, -1 Rush Yds, Rush TD, 2PT, ...",24.2,2018,7,Leschke-Ultras,146.36,65.86,4-3-0,W2,mod s0beit,76.2,35.88,2-5-0,L4,91
WR,T. Hill WR - KC,CIN,"Win, 45-10","68 Rec Yds, 1 Rec TD, Fum, 8 Rush Yds, Rush TD, 2PT, ...",17.1,2018,7,Leschke-Ultras,146.36,65.86,4-3-0,W2,mod s0beit,76.2,35.88,2-5-0,L4,91
TE,K. Rudolph TE - MIN,@NYJ,"Win, 37-17","16 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",2.1,2018,7,Leschke-Ultras,146.36,65.86,4-3-0,W2,mod s0beit,76.2,35.88,2-5-0,L4,91
W/R,J. White RB - NE,@CHI,"Win, 38-31","40 Rush Yds, Rush TD, Fum, 57 Rec Yds, 2 Rec TD, 2PT, ...",25.7,2018,7,Leschke-Ultras,146.36,65.86,4-3-0,W2,mod s0beit,76.2,35.88,2-5-0,L4,91
K,J. Tucker K - BAL,NO,"Loss, 23-24","2 PAT, 1 PAT Miss, 0-19, 20-29, 1 30-39, 40-49, 50+, Miss 0-19, Miss 20-29, Miss 30-39, Miss 40-49, Miss 50+, ...",4.0,2018,7,Leschke-Ultras,146.36,65.86,4-3-0,W2,mod s0beit,76.2,35.88,2-5-0,L4,91
DEF,Titans DEF,@LAC,"Loss, 19-20","20 Pts, 2 Sck, Int, Fum, TD, Ret TD, Saf, ...",3.0,2018,7,Leschke-Ultras,146.36,65.86,4-3-0,W2,mod s0beit,76.2,35.88,2-5-0,L4,91
BN,E. Sanders WR - DEN,@ARI,"Win, 45-10","102 Rec Yds, 1 Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",24.32,2018,7,Leschke-Ultras,146.36,65.86,4-3-0,W2,mod s0beit,76.2,35.88,2-5-0,L4,91
BN,G. Olsen TE - CAR,@PHI,"Win, 21-17","5 Rec Yds, 1 Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",7.5,2018,7,Leschke-Ultras,146.36,65.86,4-3-0,W2,mod s0beit,76.2,35.88,2-5-0,L4,91
BN,K. Cousins QB - MIN,@NYJ,"Win, 37-17","241 Pass Yds, 2 Pass TD, Int, -1 Rush Yds, Rush TD, Fum, 2PT, ...",17.54,2018,7,Leschke-Ultras,146.36,65.86,4-3-0,W2,mod s0beit,76.2,35.88,2-5-0,L4,91
BN,T. Hilton WR - IND,BUF,"Win, 37-5","25 Rec Yds, 2 Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",16.5,2018,7,Leschke-Ultras,146.36,65.86,4-3-0,W2,mod s0beit,76.2,35.88,2-5-0,L4,91
BN,T. Lockett WR - SEA,Bye,,"Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",0.0,2018,7,Leschke-Ultras,146.36,65.86,4-3-0,W2,mod s0beit,76.2,35.88,2-5-0,L4,91
BN,C. Carson RB - SEA,Bye,,"Rush Yds, Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",0.0,2018,7,Leschke-Ultras,146.36,65.86,4-3-0,W2,mod s0beit,76.2,35.88,2-5-0,L4,91
QB,J. Winston QB - TB,CLE,"Win, 26-23","365 Pass Yds, Pass TD, 2 Int, 55 Rush Yds, 1 Rush TD, 1 Fum, 2PT, ...",20.1,2018,7,mod s0beit,76.2,35.88,2-5-0,L4,Leschke-Ultras,146.36,65.86,4-3-0,W2,91
RB,A. Collins RB - BAL,NO,"Loss, 23-24","38 Rush Yds, Rush TD, Fum, 10 Rec Yds, Rec TD, 2PT, ...",6.3,2018,7,mod s0beit,76.2,35.88,2-5-0,L4,Leschke-Ultras,146.36,65.86,4-3-0,W2,91
RB,P. Barber RB - TB,CLE,"Win, 26-23","30 Rush Yds, Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",3.0,2018,7,mod s0beit,76.2,35.88,2-5-0,L4,Leschke-Ultras,146.36,65.86,4-3-0,W2,91
WR,A. Green WR - CIN,@KC,"Loss, 10-45","117 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",15.2,2018,7,mod s0beit,76.2,35.88,2-5-0,L4,Leschke-Ultras,146.36,65.86,4-3-0,W2,91
WR,K. Golladay WR - DET,@MIA,"Win, 32-21","37 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",4.7,2018,7,mod s0beit,76.2,35.88,2-5-0,L4,Leschke-Ultras,146.36,65.86,4-3-0,W2,91
TE,J. Reed TE - WAS,DAL,"Win, 20-17","43 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",5.3,2018,7,mod s0beit,76.2,35.88,2-5-0,L4,Leschke-Ultras,146.36,65.86,4-3-0,W2,91
W/R,G. Tate WR - PHI,CAR,"Loss, 17-21","36 Rec Yds, Rec TD, Fum, 30 Rush Yds, Rush TD, 2PT, ...",8.6,2018,7,mod s0beit,76.2,35.88,2-5-0,L4,Leschke-Ultras,146.36,65.86,4-3-0,W2,91
K,H. Butker K - KC,CIN,"Win, 45-10","6 PAT, PAT Miss, 0-19, 1 20-29, 30-39, 40-49, 50+, Miss 0-19, Miss 20-29, Miss 30-39, Miss 40-49, 1 Miss 50+, ...",8.0,2018,7,mod s0beit,76.2,35.88,2-5-0,L4,Leschke-Ultras,146.36,65.86,4-3-0,W2,91
DEF,Giants DEF,@ATL,"Loss, 20-23","23 Pts, 3 Sck, Int, 1 Fum, TD, Ret TD, Saf, ...",5.0,2018,7,mod s0beit,76.2,35.88,2-5-0,L4,Leschke-Ultras,146.36,65.86,4-3-0,W2,91
BN,D. Brees QB - NO,@BAL,"Win, 24-23","212 Pass Yds, 2 Pass TD, Int, 3 Rush Yds, Rush TD, Fum, 2PT, ...",16.78,2018,7,mod s0beit,76.2,35.88,2-5-0,L4,Leschke-Ultras,146.36,65.86,4-3-0,W2,91
BN,J. Gordon WR - NE,@CHI,"Win, 38-31","100 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",12.0,2018,7,mod s0beit,76.2,35.88,2-5-0,L4,Leschke-Ultras,146.36,65.86,4-3-0,W2,91
BN,L. Bell RB - PIT,Bye,,"Rush Yds, Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",0.0,2018,7,mod s0beit,76.2,35.88,2-5-0,L4,Leschke-Ultras,146.36,65.86,4-3-0,W2,91
BN,Q. Enunwa WR - NYJ,MIN,"Loss, 17-37","Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",0.0,2018,7,mod s0beit,76.2,35.88,2-5-0,L4,Leschke-Ultras,146.36,65.86,4-3-0,W2,91
BN,D. Johnson RB - CLE,@TB,"Loss, 23-26","-4 Rush Yds, Rush TD, Fum, 23 Rec Yds, Rec TD, 2PT, ...",3.9,2018,7,mod s0beit,76.2,35.88,2-5-0,L4,Leschke-Ultras,146.36,65.86,4-3-0,W2,91
BN,C. Clement RB - PHI,CAR,"Loss, 17-21","6 Rush Yds, Rush TD, Fum, 16 Rec Yds, Rec TD, 2PT, ...",3.2,2018,7,mod s0beit,76.2,35.88,2-5-0,L4,Leschke-Ultras,146.36,65.86,4-3-0,W2,91
QB,T. Brady QB - NE,@CHI,"Win, 38-31","277 Pass Yds, 3 Pass TD, 1 Int, 6 Rush Yds, Rush TD, Fum, 2PT, ...",21.68,2018,7,Die EXperten,144.48,29.0,4-3-0,W3,RoadToGlory,108.86,30.74,3-4-0,L2,92
RB,T. Gurley RB - LA,@SF,"Win, 39-10","63 Rush Yds, 2 Rush TD, Fum, 23 Rec Yds, 1 Rec TD, 2PT, ...",28.6,2018,7,Die EXperten,144.48,29.0,4-3-0,W3,RoadToGlory,108.86,30.74,3-4-0,L2,92
